fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
144,Jordan Parsons,11,2,0,0,"5' 9""",145 lbs.,70,,"Aug 26, 1990",3.29,0.4,2.37,0.6,1.54,0.21,0.5,1.0,2018-11-21 19:43:44.844924
145,Willie Parks,4,1,0,0,"5' 10""",185 lbs.,75,,"Nov 04, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:43:48.569815
146,Tyra Parker,1,2,0,0,"5' 5""",115 lbs.,65,Orthodox,,1.5,0.22,9.0,0.14,0.0,0.0,0.0,0.0,2018-11-21 19:43:53.021664
147,Larry Parker,13,6,1,0,"5' 11""",205 lbs.,76,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:43:55.663127
148,Ryan Parker,0,1,0,0,"6' 3""",235 lbs.,77,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:43:57.970746
149,Norman Parke,22,5,1,0,"5' 11""",155 lbs.,70,,"Dec 22, 1986",3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,2018-11-21 19:44:02.595255
150,Won Sik Park,9,3,1,1,"5' 11""",154 lbs.,71,Orthodox,,2.6,0.43,2.2,0.47,0.0,0.0,0.0,0.0,2018-11-21 19:44:06.44592
151,Karo Parisyan,19,8,0,1,"5' 10""",170 lbs.,72,Orthodox,"Aug 28, 1982",2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,2018-11-21 19:44:10.940113
152,Josh Parisian,7,2,0,0,"6' 4""",265 lbs.,0,Orthodox,"Jun 28, 1989",5.27,0.44,2.64,0.2,0.0,0.0,0.0,0.0,2018-11-21 19:44:13.590287
153,Ido Pariente,12,5,0,0,"5' 8""",155 lbs.,71,Orthodox,,0.0,0.0,2.86,0.45,0.0,0.0,0.0,0.0,2018-11-21 19:44:17.173261
154,Remco Pardoel,9,6,1,2,"6' 3""",260 lbs.,77,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:44:20.960895
155,Bryan Pardoe,12,16,0,0,"6' 1""",205 lbs.,76,Orthodox,,1.11,0.36,4.59,0.45,4.75,0.4,0.33,0.0,2018-11-21 19:44:23.207408
156,Joe Pardo,4,6,0,0,"6' 1""",210 lbs.,77,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:44:27.588993
157,Jared Papazian,14,9,0,1,"5' 8""",135 lbs.,67,Southpaw,"Feb 01, 1988",3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,2018-11-21 19:44:31.46809
158,Alexandre Pantoja,20,3,0,0,"5' 5""",125 lbs.,67,Orthodox,"Apr 16, 1990",4.31,0.46,3.38,0.59,0.75,0.5,0.6,1.8,2018-11-21 19:44:35.839032
159,Eduardo Pamplona,15,3,0,0,"5' 11""",170 lbs.,73,,"Feb 20, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:44:38.955826
160,Stephen Palling,11,7,1,0,"5' 4""",143 lbs.,70,,"Jan 29, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:44:43.025921
161,Tulio Palhares,2,14,0,0,,180 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:44:47.12119
162,Rousimar Palhares,24,5,0,0,"5' 8""",170 lbs.,71,Orthodox,"Feb 26, 1980",1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,2018-11-21 19:44:51.673756
163,Soa Palelei,22,5,0,0,"6' 4""",265 lbs.,81,Orthodox,"Jul 12, 1977",2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,2018-11-21 19:44:55.740248
164,Bart Palaszewski,35,17,0,0,"5' 9""",145 lbs.,70,Orthodox,"May 30, 1983",2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,2018-11-21 19:44:58.365379
165,Ricardo Palacios,9,1,0,0,"5' 6""",145 lbs.,0,Orthodox,"Jul 05, 1987",7.73,0.53,3.27,0.59,0.0,0.0,1.0,0.0,2018-11-21 19:45:02.143804
166,Jose Palacios,3,2,0,0,"5' 9""",145 lbs.,70,Orthodox,,2.67,0.7,1.0,0.79,0.0,0.0,0.5,1.7,2018-11-21 19:45:04.389917
167,Fredson Paixao,10,4,0,1,"5' 6""",145 lbs.,66,Orthodox,"May 13, 1979",1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,2018-11-21 19:45:08.150617
168,Raulian Paiva,17,1,0,0,"5' 8""",125 lbs.,0,Orthodox,"Oct 17, 1995",5.4,0.55,7.0,0.31,1.0,1.0,0.9,0.0,2018-11-21 19:45:12.192734
169,Josh Paiva,8,2,0,0,"5' 6""",125 lbs.,67,,"Apr 05, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:45:16.31801
170,Dustin Pague,11,10,0,0,"5' 9""",135 lbs.,74,Orthodox,"Aug 05, 1987",1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,2018-11-21 19:45:19.797631
171,Michael Page,12,0,0,0,"6' 2""",170 lbs.,73,,"Apr 07, 1987",4.53,0.76,0.45,0.77,3.4,1.0,1.0,0.0,2018-11-21 19:45:23.061914
172,Damacio Page,12,8,0,0,"5' 6""",135 lbs.,66,Orthodox,"Sep 30, 1982",2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,2018-11-21 19:45:26.386613
173,Gary Padilla,12,6,0,0,"5' 11""",205 lbs.,76,,"May 04, 1980",2.2,0.27,2.0,0.76,0.0,0.0,0.5,0.0,2018-11-21 19:45:30.674518
174,Cyrillo Padilha,3,3,0,0,"5' 11""",155 lbs.,71,,"Jan 23, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:45:34.331364
175,George Pacurariu,10,5,0,0,"5' 7""",135 lbs.,68,,"Jul 28, 1984",4.69,0.53,2.68,0.63,5.03,1.0,1.0,5.0,2018-11-21 19:45:36.881238
176,Teemu Packalen,8,2,0,0,"6' 1""",155 lbs.,72,Orthodox,"May 22, 1987",2.64,0.57,3.08,0.47,2.83,0.27,1.0,1.9,2018-11-21 19:45:41.056212
177,Larissa Pacheco,10,2,0,0,"5' 7""",135 lbs.,69,Orthodox,"Sep 07, 1994",1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,2018-11-21 19:45:44.049029
178,Nick Pace,6,3,0,0,"5' 7""",135 lbs.,68,Orthodox,"Apr 17, 1987",1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,2018-11-21 19:45:47.311861
179,Raquel Pa'aluhi,3,4,0,0,"5' 7""",135 lbs.,68,,,1.71,0.56,3.42,0.46,0.0,0.0,0.18,0.0,2018-11-21 19:45:51.424183
180,Shungo Oyama,10,13,0,0,"5' 11""",185 lbs.,75,Southpaw,"Apr 11, 1974",0.64,0.25,1.96,0.57,1.07,0.57,0.62,0.5,2018-11-21 19:45:53.684504
181,Craig Oxley,0,3,0,0,"5' 9""",155 lbs.,71,,"Feb 14, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:45:57.509821
182,Valentijn Overeem,29,26,0,0,"6' 3""",230 lbs.,77,Orthodox,"Aug 17, 1976",0.93,0.34,1.49,0.58,1.86,0.5,0.0,4.7,2018-11-21 19:46:01.548008
183,Alistair Overeem,43,17,0,1,"6' 4""",265 lbs.,80,Orthodox,"May 17, 1980",3.53,0.61,1.93,0.61,1.39,0.62,0.72,1.0,2018-11-21 19:46:04.935559
184,Sidney Outlaw,8,4,0,0,"5' 8""",170 lbs.,74,Orthodox,"Apr 11, 1992",0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0,2018-11-21 19:46:07.340226
185,Artur Oumakhanov,9,6,0,0,"5' 7""",154 lbs.,71,Orthodox,"Feb 27, 1979",1.2,0.33,1.67,0.82,3.0,0.75,0.33,0.0,2018-11-21 19:46:11.063197
186,Zak Ottow,16,6,0,0,"5' 11""",170 lbs.,72,Orthodox,"Dec 22, 1986",3.05,0.39,2.74,0.56,0.77,0.3,0.61,0.5,2018-11-21 19:46:15.368452
187,Takafumi Otsuka,12,9,1,0,"5' 6""",139 lbs.,70,Orthodox,,1.29,0.27,2.12,0.67,1.64,0.27,0.65,0.0,2018-11-21 19:46:18.134866
188,Alexander Otsuka,4,13,0,0,"6' 1""",205 lbs.,76,Orthodox,"Jul 17, 1971",0.9,0.55,1.16,0.51,1.51,0.43,0.53,0.8,2018-11-21 19:46:21.600393
189,Pedro Otavio,19,8,0,0,"6' 3""",245 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:46:25.934954
190,Rachael Ostovich,4,4,0,0,"5' 3""",125 lbs.,62,,"Feb 25, 1991",2.68,0.39,3.62,0.63,0.94,1.0,1.0,1.9,2018-11-21 19:46:30.408179
191,Nissen Osterneck,9,3,0,0,"6' 2""",185 lbs.,75,Orthodox,"May 01, 1981",3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3,2018-11-21 19:46:33.274617
192,Nick Osipczak,5,3,0,0,"6' 2""",170 lbs.,76,Orthodox,"Dec 30, 1984",2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,2018-11-21 19:46:37.537559
193,Kurt Osiander,4,1,0,0,,185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:46:40.979778
194,Kenji Osawa,18,10,2,0,"5' 7""",135 lbs.,66,Orthodox,"Nov 04, 1976",2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7,2018-11-21 19:46:45.471126
195,Dustin Ortiz,19,7,0,0,"5' 5""",125 lbs.,65,Orthodox,"Dec 25, 1988",2.91,0.43,2.24,0.56,3.01,0.35,0.54,0.1,2018-11-21 19:46:48.394771
196,Jorge Ortiz,16,9,1,1,"6' 0""",185 lbs.,75,Orthodox,,3.53,0.58,2.8,0.73,0.0,0.0,0.0,0.0,2018-11-21 19:46:52.310392
197,Tito Ortiz,17,11,1,0,"6' 3""",205 lbs.,74,Orthodox,"Jan 23, 1975",2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,2018-11-21 19:46:57.584659
198,Brian Ortega,14,0,0,1,"5' 8""",145 lbs.,69,Switch,"Feb 21, 1991",3.65,0.32,5.27,0.56,0.22,0.14,0.58,1.8,2018-11-21 19:47:00.65478
199,Sam Oropeza,5,2,0,0,"6' 2""",170 lbs.,73,,,7.68,0.56,1.44,0.7,3.6,0.33,1.0,0.0,2018-11-21 19:47:04.993103
200,Chibwikem Onyenegecha-Palmer,6,0,0,0,"6' 3""",185 lbs.,76,Orthodox,"Apr 18, 1994",5.6,0.55,3.4,0.52,0.0,0.0,1.0,0.0,2018-11-21 19:47:07.792781
201,Charlie Ontiveros,8,5,0,0,"6' 2""",170 lbs.,73,,"Jul 04, 1991",0.0,0.0,4.2,0.26,0.0,0.0,0.0,0.0,2018-11-21 19:47:11.518615
202,Michihiro Omigawa,13,13,1,0,"5' 6""",145 lbs.,68,Orthodox,"Dec 19, 1975",2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,2018-11-21 19:47:14.508331
203,Daniel Omielanczuk,19,8,1,1,"6' 0""",247 lbs.,74,Southpaw,"Aug 31, 1982",3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,2018-11-21 19:47:17.705562
204,Alan Omer,18,5,0,0,"5' 10""",145 lbs.,71,Orthodox,"Sep 14, 1988",3.49,0.55,2.21,0.64,1.69,0.42,0.66,0.0,2018-11-21 19:47:22.075521
205,Cameron Olson,7,3,0,1,"6' 1""",205 lbs.,75,Orthodox,"Nov 22, 1989",3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,2018-11-21 19:47:26.324399
206,Dennis Olson,14,11,0,0,"6' 0""",170 lbs.,73,,,1.02,0.42,5.27,0.38,2.77,0.4,0.0,0.0,2018-11-21 19:47:29.431089
207,Casey Olson,12,3,0,0,"5' 7""",145 lbs.,70,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.2,2018-11-21 19:47:33.365703
208,Shana Olsen,4,2,0,0,"5' 7""",145 lbs.,70,,"Dec 17, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:47:36.609461
209,Andy Ologun,3,1,0,0,"6' 0""",154 lbs.,71,Orthodox,"Jun 12, 1983",2.36,0.57,0.32,0.85,0.68,1.0,0.8,0.0,2018-11-21 19:47:40.268244
210,Felipe Olivieri,14,5,0,1,"5' 9""",155 lbs.,72,Orthodox,"Apr 12, 1985",6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0,2018-11-21 19:47:43.919807
211,Wendell Oliveira,24,9,0,0,"5' 10""",170 lbs.,72,Orthodox,"Jun 01, 1983",3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,2018-11-21 19:47:46.862708
212,Alex Oliveira,19,4,1,2,"5' 11""",170 lbs.,76,Orthodox,"Feb 21, 1988",3.01,0.53,2.08,0.46,3.45,0.38,0.57,0.9,2018-11-21 19:47:49.682767
213,Ednaldo Oliveira,13,2,1,1,"6' 5""",205 lbs.,79,Orthodox,"Feb 19, 1984",1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,2018-11-21 19:47:54.915218
214,Jorge Oliveira,5,2,1,1,"6' 1""",205 lbs.,76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:47:58.999336
215,Charles Oliveira,24,8,0,1,"5' 10""",155 lbs.,74,Orthodox,"Oct 17, 1989",3.04,0.49,3.0,0.54,2.87,0.41,0.6,2.8,2018-11-21 19:48:02.308334
216,Rafaello Oliveira,15,7,0,0,"5' 8""",155 lbs.,71,Orthodox,"Jan 26, 1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,2018-11-21 19:48:06.045776
217,Michal Oleksiejczuk,12,2,0,1,"6' 0""",205 lbs.,74,Southpaw,"Feb 22, 1995",5.07,0.58,3.47,0.71,2.0,0.66,0.0,0.0,2018-11-21 19:48:09.100186
218,Aleksei Oleinik,54,11,1,0,"6' 2""",240 lbs.,80,Orthodox,"Jun 20, 1977",3.06,0.48,3.28,0.53,2.99,0.39,0.11,2.7,2018-11-21 19:48:13.245718
219,Masakatsu Okuda,8,5,0,0,,,0,,,0.0,0.0,4.27,0.34,0.0,0.0,0.0,4.3,2018-11-21 19:48:16.540008
220,Kazuki Okubo,7,9,0,0,"5' 11""",175 lbs.,75,Orthodox,,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2.0,2018-11-21 19:48:19.940046
221,JJ Okanovich,4,1,0,0,"5' 11""",155 lbs.,71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:48:22.66284
222,Yushin Okami,35,11,0,0,"6' 2""",170 lbs.,75,Southpaw,"Jul 21, 1981",2.14,0.39,2.1,0.62,2.1,0.46,0.84,0.5,2018-11-21 19:48:25.146721
223,Takayuki Okada,3,3,2,0,"6' 1""",290 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:48:28.98349
224,Koji Oishi,21,8,8,0,"5' 8""",170 lbs.,73,Orthodox,"May 31, 1977",1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,2018-11-21 19:48:33.462466
225,Michiyoshi Ohara,0,2,0,0,"5' 10""",205 lbs.,76,Orthodox,,0.28,0.29,3.13,0.48,0.0,0.0,0.33,0.0,2018-11-21 19:48:37.898471
226,Andy Ogle,9,6,0,0,"5' 8""",145 lbs.,69,Orthodox,"Feb 16, 1989",2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,2018-11-21 19:48:40.763041
227,Naoya Ogawa,7,2,0,0,"6' 4""",255 lbs.,77,Orthodox,"Mar 31, 1968",2.41,0.42,1.66,0.47,1.25,1.0,0.66,1.2,2018-11-21 19:48:45.096613
228,Nobuhiro Obiya,12,5,1,0,"5' 8""",145 lbs.,70,Orthodox,"Jan 15, 1981",0.63,0.28,2.53,0.55,0.5,0.5,0.41,0.5,2018-11-21 19:48:56.820351
229,Brendan O'Reilly,6,3,0,1,"5' 7""",170 lbs.,69,Orthodox,"Jun 24, 1987",1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,2018-11-21 19:49:04.52316
230,Volkan Oezdemir,15,3,0,0,"6' 2""",205 lbs.,75,Orthodox,"Sep 19, 1989",5.69,0.48,4.84,0.53,0.4,0.5,0.7,0.0,2018-11-21 19:49:04.708674
231,Richard Odoms,8,1,0,0,"6' 5""",265 lbs.,82,Orthodox,"May 08, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:49:07.974533
232,Takahiro Oba,5,7,1,0,"5' 8""",200 lbs.,76,Southpaw,,0.23,0.25,1.82,0.69,0.0,0.0,0.0,0.0,2018-11-21 19:49:08.385466
233,Jeremiah O'Neal,13,25,0,0,"5' 8""",260 lbs.,77,,"Oct 25, 1977",1.15,0.4,7.5,0.23,0.0,0.0,0.0,0.0,2018-11-21 19:49:10.303767
234,Chuck O'Neil,9,4,0,0,"6' 2""",170 lbs.,73,,"Sep 22, 1985",3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,2018-11-21 19:49:11.003939
235,Sean O'Malley,10,0,0,0,"5' 11""",135 lbs.,72,Switch,"Oct 24, 1994",6.75,0.56,4.06,0.66,1.31,0.5,0.61,1.3,2018-11-21 19:49:14.668269
236,Sean O'Haire,4,2,0,0,"6' 5""",270 lbs.,77,Orthodox,"Feb 25, 1971",8.28,0.57,22.76,0.21,0.0,0.0,0.0,0.0,2018-11-21 19:49:18.063797
237,Dan O'Connor,6,6,0,1,"5' 4""",115 lbs.,65,,"Nov 17, 1982",4.0,0.56,5.1,0.54,0.0,0.0,1.0,0.0,2018-11-21 19:49:22.123434
238,Sean O'Connell,17,9,0,0,"6' 1""",205 lbs.,74,Orthodox,"Sep 02, 1983",5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,2018-11-21 19:49:25.965441
239,TJ O'Brien,16,5,0,0,"6' 2""",155 lbs.,71,Orthodox,"Jan 01, 1987",3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0,2018-11-21 19:49:30.376457
240,Jake O'Brien,13,4,0,0,"6' 3""",205 lbs.,76,Orthodox,"Sep 25, 1984",1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,2018-11-21 19:49:34.72939
241,Said Nurmagomedov,12,1,0,0,"5' 8""",125 lbs.,70,Orthodox,"Apr 05, 1992",4.33,0.57,2.13,0.63,1.0,0.09,1.0,0.0,2018-11-21 19:49:38.855467
242,Khabib Nurmagomedov,27,0,0,0,"5' 10""",155 lbs.,70,Orthodox,"Sep 20, 1988",4.29,0.49,1.7,0.66,5.09,0.44,0.84,0.6,2018-11-21 19:49:42.630533
243,Amanda Nunes,16,4,0,0,"5' 8""",135 lbs.,69,Orthodox,"May 30, 1988",4.55,0.51,2.88,0.56,1.82,0.4,0.79,0.6,2018-11-21 19:49:47.844443
244,Diego Nunes,18,4,0,0,"5' 6""",145 lbs.,67,Orthodox,"Nov 30, 1982",2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,2018-11-21 19:49:51.093293
245,Phillipe Nover,12,8,1,0,"5' 9""",145 lbs.,72,Orthodox,"Feb 03, 1984",1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,2018-11-21 19:49:55.80713
246,Jason Novelli,11,3,1,0,"6' 0""",155 lbs.,75,Orthodox,"Jun 08, 1979",1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,2018-11-21 19:49:58.855292
247,Jonatas Novaes,9,3,0,0,"5' 11""",170 lbs.,73,,"Mar 02, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:50:03.148912
248,Scott Norton,7,1,0,0,"5' 10""",170 lbs.,73,Orthodox,"Mar 15, 1973",0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0,2018-11-21 19:50:07.665634
249,Jan Nortje,2,6,0,0,"6' 1""",310 lbs.,77,Southpaw,"Apr 11, 1975",3.32,0.51,4.5,0.32,0.0,0.0,0.66,2.9,2018-11-21 19:50:11.586251
250,Sage Northcutt,11,2,0,0,"6' 0""",170 lbs.,71,Orthodox,"Mar 01, 1996",3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,2018-11-21 19:50:16.258362
251,KJ Noons,12,8,0,1,"5' 10""",155 lbs.,72,Orthodox,"Dec 07, 1982",3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,2018-11-21 19:50:20.338211
252,Nick Nolte,5,3,0,0,"6' 0""",170 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:50:24.628848
253,Kyle Noke,22,10,1,0,"6' 1""",170 lbs.,76,Southpaw,"Mar 18, 1980",3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,2018-11-21 19:50:27.591156
254,Talita Nogueira,6,0,0,0,"5' 10""",145 lbs.,70,,"Oct 13, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:50:31.795529
255,Alexandre Franca Nogueira,13,6,2,0,"5' 7""",145 lbs.,70,Orthodox,"Jan 15, 1978",0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0,2018-11-21 19:50:35.071667
256,Rogerio Nogueira,23,8,0,0,"6' 2""",205 lbs.,75,Southpaw,"Jun 02, 1976",2.39,0.34,2.24,0.6,0.68,0.44,0.63,0.8,2018-11-21 19:50:38.666611
257,Minotauro Nogueira,34,10,1,1,"6' 3""",240 lbs.,77,Orthodox,"Jun 02, 1976",1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,2018-11-21 19:50:42.813941
258,Jacob Noe,5,1,0,1,,205 lbs.,76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:50:45.486532
259,Pedro Nobre,14,1,2,1,"5' 5""",135 lbs.,68,,"Feb 13, 1986",1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0,2018-11-21 19:50:49.700751
260,Derrick Noble,26,15,1,0,"5' 9""",170 lbs.,73,Southpaw,"Aug 14, 1978",6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,2018-11-21 19:50:53.478593
261,Chidi Njokuani,17,4,0,1,"6' 3""",170 lbs.,73,,"Dec 31, 1988",1.93,0.51,1.73,0.49,0.0,0.0,0.8,0.0,2018-11-21 19:50:57.618948
262,Anthony Njokuani,16,9,0,1,"6' 1""",155 lbs.,75,Orthodox,"Mar 01, 1980",3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,2018-11-21 19:51:03.15396
263,Akiyo Nishiura,11,7,1,0,"5' 8""",139 lbs.,70,Southpaw,"Aug 08, 1983",1.59,0.57,1.26,0.57,0.0,0.0,0.52,0.3,2018-11-21 19:51:06.24755
264,Yosuke Nishijima,0,5,0,0,"5' 9""",205 lbs.,76,Orthodox,"May 15, 1973",1.72,0.37,5.59,0.56,0.0,0.0,0.0,0.0,2018-11-21 19:51:10.781043
265,Soichi Nishida,5,10,1,0,"5' 11""",320 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:51:14.444666
266,Ning Guangyou,6,4,1,0,"5' 4""",145 lbs.,64,Southpaw,"Dec 15, 1981",2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,2018-11-21 19:51:18.763115
267,Mats Nilsson,11,4,1,0,"6' 1""",170 lbs.,74,Orthodox,"Dec 05, 1983",2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,2018-11-21 19:51:23.884863
268,Jack Nilson,2,6,0,0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:51:27.947749
269,Hans Nijman,9,6,0,0,"6' 0""",250 lbs.,77,Switch,"Oct 23, 1959",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:51:31.167903
270,Ramsey Nijem,10,6,0,0,"5' 11""",155 lbs.,75,Orthodox,"Apr 01, 1988",3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,2018-11-21 19:51:34.966037
271,Tom Niinimaki,21,8,1,0,"5' 9""",145 lbs.,69,Orthodox,"Jul 25, 1982",1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,2018-11-21 19:51:38.495488
272,Khomkrit Niimi,6,10,0,0,"5' 2""",125 lbs.,67,,,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0,2018-11-21 19:51:43.178899
273,Jaimee Nievera,7,3,0,0,"5' 5""",125 lbs.,0,Orthodox,"Oct 28, 1984",1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0,2018-11-21 19:51:45.471926
274,Matheus Nicolau,13,3,1,0,"5' 6""",125 lbs.,66,,"Jan 06, 1993",3.83,0.51,2.43,0.7,1.9,0.66,1.0,1.6,2018-11-21 19:51:49.172229
275,Mike Nickels,9,5,0,0,"6' 4""",205 lbs.,76,Orthodox,"Dec 13, 1971",4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8,2018-11-21 19:51:51.155739
276,Alex Nicholson,7,4,0,0,"6' 4""",185 lbs.,81,Orthodox,"May 02, 1990",4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,2018-11-21 19:51:55.610398
277,Ben Nguyen,17,7,0,0,"5' 5""",125 lbs.,65,Switch,"Aug 03, 1988",3.82,0.41,3.3,0.54,0.33,0.33,0.66,1.3,2018-11-21 19:51:59.852257
278,Francis Ngannou,11,3,0,0,"6' 4""",250 lbs.,83,Orthodox,"Sep 05, 1986",1.79,0.34,1.95,0.47,0.0,0.0,0.68,0.5,2018-11-21 19:52:03.863679
279,Emanuel Newton,26,12,1,0,"6' 1""",205 lbs.,76,,"Jan 02, 1984",1.92,0.49,1.35,0.51,2.02,1.0,0.0,0.0,2018-11-21 19:52:08.089718
280,Carlos Newton,16,14,0,0,"5' 9""",170 lbs.,73,Orthodox,"Aug 17, 1976",0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,2018-11-21 19:52:13.420693
281,Jeff Newton,4,2,0,0,"6' 2""",205 lbs.,76,Sideways,"Dec 11, 1966",0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,2018-11-21 19:52:16.513553
282,Nick Newell,14,1,0,0,"5' 10""",155 lbs.,74,Southpaw,"Mar 17, 1986",3.53,0.46,4.07,0.36,0.0,0.0,0.33,0.0,2018-11-21 19:52:20.387401
283,Julio Cesar Neves Jr.,33,1,0,0,"5' 8""",145 lbs.,70,,"Apr 25, 1994",1.98,0.35,4.81,0.51,1.06,0.25,0.76,0.0,2018-11-21 19:52:24.808479
284,Antonio Braga Neto,9,3,0,1,"6' 3""",185 lbs.,77,Orthodox,"Oct 29, 1987",1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,2018-11-21 19:52:28.862962
285,Mario Neto,11,5,0,0,"6' 0""",229 lbs.,77,Orthodox,,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,2018-11-21 19:52:33.098368
286,Lissette Neri,6,4,0,0,"5' 2""",145 lbs.,70,,"Aug 05, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 19:52:36.703833
287,Gunnar Nelson,16,3,1,0,"5' 11""",170 lbs.,72,Switch,"Jul 28, 1988",2.01,0.56,3.7,0.51,1.64,0.62,0.7,1.1,2018-11-21 19:52:41.176846
